addr,lat,lng
"전북특별자치도 남원시 역재1길 9 서남아구찜,낚지볶음",35.418258,127.398089
전북특별자치도 남원시 역재2길 10,35.419375,127.398957
전북특별자치도 남원시 오들1길 15,35.417910,127.398392
전북특별자치도 남원시 오들1길 21,35.418209,127.398604
전북특별자치도 남원시 오들1길 9-6,35.418090,127.398100
전북특별자치도 남원시 옥정1길 64,35.413508,127.390618
전북특별자치도 남원시 옥정1길 64 (도통동),35.413508,127.390618
전북특별자치도 남원시 옥정5길 11,35.415945,127.388276
전북특별자치도 남원시 옥정5길 11 (향교동),35.415945,127.388276
전북특별자치도 남원시 요천로 1397 (천거동),35.400445,127.375150
전북특별자치도 남원시 요천로 1397(천거동),35.400445,127.375150
전북특별자치도 남원시 요천로 1411 부산집,35.400978,127.376784
전북특별자치도 남원시 요천로 1417,35.401371,127.377298
전북특별자치도 남원시 요천로 1455(쌍교동),35.402781,127.381023
전북특별자치도 남원시 요천로 1465,35.403332,127.381780
전북특별자치도 남원시 요천로 1467(쌍교동),35.403318,127.381996
전북특별자치도 남원시 요천로 1501,35.405093,127.385146
전북특별자치도 남원시 요천로 1503,35.405188,127.385226
전북특별자치도 남원시 요천로 1537 (죽항동),35.407387,127.387534
전북특별자치도 남원시 요천로 1747 (월락동),35.420221,127.405007
전북특별자치도 남원시 요천로 2263 (식정동),35.457355,127.434414
전북특별자치도 남원시 요천로 2264,35.457240,127.434840
전북특별자치도 남원시 요천로 2264(식정동),35.457240,127.434840
전북특별자치도 남원시 요천로 2265,35.457550,127.434532
전북특별자치도 남원시 요천로 2266,35.457469,127.434975
전북특별자치도 남원시 용성로 171,35.413779,127.392815
전북특별자치도 남원시 용성로 18(하정동),35.409048,127.378518
전북특별자치도 남원시 용성로 188,35.414624,127.394161
전북특별자치도 남원시 용성로 188 (도통동),35.414624,127.394161
전북특별자치도 남원시 용성로 221-60 1층,35.417080,127.393177
전북특별자치도 남원시 용성로 221-8 (도통동),35.417349,127.395862
"전북특별자치도 남원시 용성로 222 1,2층",35.417280,127.396692
전북특별자치도 남원시 용성로 56 명문제과,35.409035,127.382469
전북특별자치도 남원시 운강길 87,35.425845,127.334156
전북특별자치도 남원시 운봉읍 황산로 1100(서천리),35.440340,127.531014
전북특별자치도 남원시 운봉읍 황산로 823,35.447519,127.507876
전북특별자치도 남원시 원천로 27-8,35.410145,127.395567
전북특별자치도 남원시 원천로 27-8(신촌동),35.410145,127.395567
전북특별자치도 남원시 원천로 53-16,35.410448,127.398428
전북특별자치도 남원시 원천로 53-8,35.409630,127.398973
전북특별자치도 남원시 원천로 53-8 (신촌동),35.409630,127.398973
전북특별자치도 남원시 월매길 12 (쌍교동),35.403548,127.381062
전북특별자치도 남원시 의총로 19-1(금동),35.402304,127.376079
전북특별자치도 남원시 의총로 4,35.401167,127.377102
전북특별자치도 남원시 의총로 41 공설시장(금동),35.404380,127.375955
전북특별자치도 남원시 의총로 51 (공설시장 ),35.404617,127.375868
"전북특별자치도 남원시 의총로 51 (금동) 4동, 공설시장",35.404617,127.375868
전북특별자치도 남원시 의총로 70(하정동),35.406788,127.376586
전북특별자치도 남원시 의총로 8,35.401357,127.377073
전북특별자치도 남원시 이백면 이백로 488,35.428165,127.457840
전북특별자치도 남원시 이백면 초촌길 185,35.415450,127.425901
전북특별자치도 남원시 인월면 달오름길 22-5,35.457353,127.600768
전북특별자치도 남원시 인월면 인월2길 102,35.458479,127.606671
전북특별자치도 남원시 인월면 인월2길 99,35.458814,127.606360
전북특별자치도 남원시 인월면 인월남길 3,35.461125,127.603748
전북특별자치도 남원시 인월면 인월남길 4,35.461147,127.603549
전북특별자치도 남원시 인월면 인월로 77,35.461529,127.603793
전북특별자치도 남원시 인월면 인월장터로 30(서무리),35.462364,127.601295
전북특별자치도 남원시 인월면 천왕봉로 14,35.464070,127.604347
전북특별자치도 남원시 인월면 천왕봉로 61,35.460178,127.606429
전북특별자치도 남원시 인월면 천왕봉로 62-8,35.459713,127.605214
전북특별자치도 남원시 인월장터로 54(서무리),35.464402,127.600766
전북특별자치도 남원시 전령길 52(도통동),35.415167,127.391134
"전북특별자치도 남원시 정문길 10 (쌍교동,외1필지(1층))",35.405764,127.380886
전북특별자치도 남원시 정문길 2,35.405148,127.380758
전북특별자치도 남원시 정문길 8 (쌍교동),35.405658,127.380828
전북특별자치도 남원시 조산안길 59,35.399101,127.367728
전북특별자치도 남원시 주천면 고주로 1119-28,35.368821,127.395567
전북특별자치도 남원시 주천면 범실길 42-75,35.401275,127.421291
전북특별자치도 남원시 주천면 쑥고개로 393,35.388514,127.408654
전북특별자치도 남원시 주천면 쑥고개로 395,35.388580,127.408815
전북특별자치도 남원시 주천면 쑥고개로 840,35.390185,127.441730
전북특별자치도 남원시 주천면 원천로 288,35.404414,127.422262
전북특별자치도 남원시 주천면 원천로 345-33,35.402791,127.427112
전북특별자치도 남원시 주천면 원천로 345-43,35.402325,127.427640
전북특별자치도 남원시 주천면 정령치로 209,35.388518,127.457186
전북특별자치도 남원시 천거길 9,35.400410,127.375335
전북특별자치도 남원시 천왕봉로 110(인월면),35.456344,127.608744
전북특별자치도 남원시 춘향로 32,35.418374,127.397571
전북특별자치도 남원시 충정로 348,35.428614,127.406129
전북특별자치도 남원시 충정로 348 (월락동),35.428614,127.406129
전북특별자치도 남원시 큰들2길 17,35.415619,127.395817
전북특별자치도 남원시 큰들2길 22-24,35.416740,127.396701
전북특별자치도 남원시 큰들3길 12,35.416689,127.398141
전북특별자치도 남원시 큰들4길 30,35.415588,127.397995
전북특별자치도 남원시 큰들4길 32 1층,35.415763,127.398173
전북특별자치도 남원시 큰들4길 33-1,35.416020,127.397895
전북특별자치도 남원시 큰들길 34 1층,35.416321,127.397380
전북특별자치도 남원시 탑골길 40 (신촌동),35.408002,127.403684
전북특별자치도 남원시 하정1길 28,35.407447,127.380737
전북특별자치도 남원시 하정2길 14 (하정동),35.407417,127.381633
전북특별자치도 남원시 향단로 1,35.403551,127.382242
전북특별자치도 남원시 향단로 18,35.404809,127.382534
전북특별자치도 남원시 향단로 18 (쌍교동),35.404809,127.382534
전북특별자치도 남원시 향단로 18 이조숯불냉면,35.404809,127.382534
전북특별자치도 남원시 향단로 19,35.405132,127.382305
전북특별자치도 남원시 향단로 19 (쌍교동),35.405132,127.382305
전북특별자치도 남원시 향단로 19(쌍교동),35.405132,127.382305
전북특별자치도 남원시 향단로 24(쌍교동),35.405314,127.382725
전북특별자치도 남원시 향단로 42-12,35.406995,127.383363
전북특별자치도 남원시 향단로 59(하정동),35.408738,127.382478
전북특별자치도 남원시 향단로 8,35.403810,127.382600
전북특별자치도 남원시 향단로 9,35.404135,127.382181
전북특별자치도 남원시 향단로 9 (쌍교동),35.404135,127.382181
"전북특별자치도 남원시 향단로 9, 1층 (쌍교동)",35.404135,127.382181
전북특별자치도 남원시 향단로 99(동충동),35.412130,127.382609
전북특별자치도 남원시 호석길 11 (천거동),35.401842,127.377747
"전북특별자치도 남원시 황죽로 11, 203(고죽동)",35.425890,127.408296
전북특별자치도 무주군,,
전북특별자치도 무주군 관동길 7,35.907001,127.754919
전북특별자치도 무주군 구천동로 1053,35.906886,127.760670
전북특별자치도 무주군 구천동로 1262-17,35.923062,127.759060
전북특별자치도 무주군 구천동로 289-45,35.878170,127.821822
전북특별자치도 무주군 덕유산로 468-37,35.851954,127.694130
전북특별자치도 무주군 마산내동길 16,35.920537,127.680015
전북특별자치도 무주군 만선1로 94,35.907730,127.756392
전북특별자치도 무주군 무설로 104,36.010574,127.687849
전북특별자치도 무주군 무주읍 괴목로 1313,36.003396,127.683593
전북특별자치도 무주군 무주읍 괴목로 1313 (303),36.003396,127.683593
전북특별자치도 무주군 무주읍 내도로 119,36.015922,127.645033
전북특별자치도 무주군 무주읍 내도로 123,36.016308,127.644649
전북특별자치도 무주군 무주읍 내도로 126,36.016730,127.645053
전북특별자치도 무주군 무주읍 단천로 100,36.007609,127.661921
전북특별자치도 무주군 무주읍 단천로 100 1층,36.007609,127.661921
전북특별자치도 무주군 무주읍 단천로 102,36.007604,127.662184
"전북특별자치도 무주군 무주읍 단천로 151, 1동 1층 101호 (다온누리)",36.008191,127.667633
전북특별자치도 무주군 무주읍 단천로 37,36.006179,127.656310
전북특별자치도 무주군 무주읍 단천로 55-1,36.007653,127.657100
전북특별자치도 무주군 무주읍 단천로 78-4,36.007637,127.659554
전북특별자치도 무주군 무주읍 단천로 94 1층,36.007583,127.661355
전북특별자치도 무주군 무주읍 단천로 99 1층,36.007989,127.662224
전북특별자치도 무주군 무주읍 단천로 99 3층 101호,36.007989,127.662224
"전북특별자치도 무주군 무주읍 단천로 99, 3층 101호",36.007989,127.662224
전북특별자치도 무주군 무주읍 단천로3길 5,36.008022,127.657939
전북특별자치도 무주군 무주읍 단천로5길 4,36.008073,127.661676
전북특별자치도 무주군 무주읍 당산강변로 130 2층,36.002962,127.655581
"전북특별자치도 무주군 무주읍 당산강변로 130, 1-2층",36.002962,127.655581
"전북특별자치도 무주군 무주읍 당산강변로 130, 2층",36.002962,127.655581
전북특별자치도 무주군 무주읍 당산강변로 146 1층,36.003512,127.657506
전북특별자치도 무주군 무주읍 당산길 30-5,36.002230,127.668767
전북특별자치도 무주군 무주읍 당산길 4,36.004399,127.667719
전북특별자치도 무주군 무주읍 신교로 14 1층,36.009682,127.664625
전북특별자치도 무주군 무주읍 장터로 2,36.004651,127.653532
"전북특별자치도 무주군 무주읍 장터로 2, 1층",36.004651,127.653532
"전북특별자치도 무주군 무주읍 장터로 2, 꽃반디동 4동",36.004651,127.653532
전북특별자치도 무주군 무주읍 장터로2,36.004651,127.653532
전북특별자치도 무주군 무주읍 주계로 118 1층 101호,36.006880,127.662996
전북특별자치도 무주군 무주읍 주계로 126 1층,36.007077,127.663799
전북특별자치도 무주군 무주읍 주계로 3길 2-3,36.006350,127.657771
전북특별자치도 무주군 무주읍 주계로 52,36.005754,127.655807
전북특별자치도 무주군 무주읍 주계로 89,36.006443,127.659938
전북특별자치도 무주군 무주읍 주계로 92-10,36.005948,127.660116
전북특별자치도 무주군 무주읍 주계로 92-10 1층,36.005948,127.660116
전북특별자치도 무주군 무주읍 주계로3길 2-3,36.006350,127.657771
전북특별자치도 무주군 무주읍 주계로8길 8-6,36.007363,127.662051
전북특별자치도 무주군 무주읍 주계로8길8-6,36.007363,127.662051
전북특별자치도 무주군 무주읍 최북로 28,36.002003,127.665001
"전북특별자치도 무주군 무주읍 한풍루로 288, 1층",36.002782,127.657691
전북특별자치도 무주군 무주읍 한풍루로 323 ((1층)),36.004337,127.661250
전북특별자치도 무주군 무주읍 한풍루로 323 1층 104호,36.004337,127.661250
전북특별자치도 무주군 무주읍 한풍루로 370,36.004443,127.666567
전북특별자치도 무주군 무주읍 한풍루로 370 2층,36.004443,127.666567
"전북특별자치도 무주군 무주읍 한풍루로 370, 2층",36.004443,127.666567
전북특별자치도 무주군 무주읍 향학로 47,36.008403,127.662376
전북특별자치도 무주군 무주읍 향학로 62 1층,36.009444,127.663312
"전북특별자치도 무주군 무주읍 향학로 62, 1층",36.009444,127.663312
전북특별자치도 무주군 무풍면 구천동로 574,35.903145,127.809338
전북특별자치도 무주군 무풍면 대덕산로 931-5,35.968564,127.846567
전북특별자치도 무주군 무풍면 현내로 210,35.969061,127.848326
전북특별자치도 무주군 무풍면 현내로 214,35.969008,127.848833
전북특별자치도 무주군 부남면 대소길 15 1층,35.973546,127.560209
전북특별자치도 무주군 설천면 구천동1로 101,35.898417,127.776956
전북특별자치도 무주군 설천면 구천동1로 101 1동 1층 4호,35.898417,127.776956
전북특별자치도 무주군 설천면 구천동1로 101 1동 5호,35.898417,127.776956
"전북특별자치도 무주군 설천면 구천동1로 101, 1동 1층 4호",35.898417,127.776956
"전북특별자치도 무주군 설천면 구천동1로 101, 1동 5호",35.898417,127.776956
전북특별자치도 무주군 설천면 구천동1로 111,35.898004,127.776687
전북특별자치도 무주군 설천면 구천동1로 3,35.905549,127.780588
전북특별자치도 무주군 설천면 구천동1로 6,35.905842,127.780362
전북특별자치도 무주군 설천면 구천동1로 87,35.900270,127.776933
전북특별자치도 무주군 설천면 구천동1로 87 가동 1층 1호,35.900270,127.776933
"전북특별자치도 무주군 설천면 구천동1로 87, 가동 1층 1호",35.900270,127.776933
전북특별자치도 무주군 설천면 구천동1로 95 1층,35.899366,127.777152
전북특별자치도 무주군 설천면 구천동1로 95 A동 1층 5.6호,35.899366,127.777152
"전북특별자치도 무주군 설천면 구천동1로 95, A-5",35.899366,127.777152
"전북특별자치도 무주군 설천면 구천동1로 95, A동 1층 7호",35.899366,127.777152
전북특별자치도 무주군 설천면 구천동로 1051,35.906722,127.760951
전북특별자치도 무주군 설천면 구천동로 1075,35.908729,127.759414
전북특별자치도 무주군 설천면 구천동로 1077,35.909002,127.759316
"전북특별자치도 무주군 설천면 구천동로 837-1, 1층",35.904966,127.781738
전북특별자치도 무주군 설천면 구천동로 852,35.906113,127.780806
전북특별자치도 무주군 설천면 구천동로 948,35.907001,127.771924
전북특별자치도 무주군 설천면 만선1로 60,35.904727,127.755482
전북특별자치도 무주군 설천면 만선1로 60 1층,35.904727,127.755482
전북특별자치도 무주군 설천면 만선1로 90,35.907450,127.756374
전북특별자치도 무주군 설천면 만선1로 94,35.907730,127.756392
전북특별자치도 무주군 설천면 만선로 16,35.911161,127.757842
전북특별자치도 무주군 설천면 만선로 185,35.889799,127.731390
전북특별자치도 무주군 설천면 무설로 1338-1,36.011460,127.762114
전북특별자치도 무주군 설천면 무설로 1553,36.011712,127.785014
전북특별자치도 무주군 설천면 무설로 1579,36.009862,127.786996
전북특별자치도 무주군 설천면 삼공2길 4,35.905417,127.779338
전북특별자치도 무주군 설천면 삼도봉로 11,36.009917,127.788009
전북특별자치도 무주군 설천면 지전길 25-2,36.027793,127.746270
전북특별자치도 무주군 안성면 구량천로 198,35.866557,127.657669
전북특별자치도 무주군 안성면 단지봉길 5,35.864376,127.653190
전북특별자치도 무주군 안성면 안성로 183-5,35.858827,127.648609
전북특별자치도 무주군 안성면 원통사로 373-7,35.832894,127.680633
전북특별자치도 무주군 안성면 칠연로 430,35.842104,127.682349
전북특별자치도 무주군 안성면 칠연로 434,35.841849,127.682317
전북특별자치도 무주군 안성면 칠연로 442,35.841532,127.682964
전북특별자치도 무주군 적상면 괴목로 568,35.950134,127.715310
전북특별자치도 무주군 적상면 괴목로 568 1층,35.950134,127.715310
전북특별자치도 무주군 적상면 밀모길 10,35.936677,127.669163
전북특별자치도 무주군 적상면 성내길 18-1,35.944361,127.659214
전북특별자치도 무주군 적상면 적상산로 128 1층,35.951987,127.662364
전북특별자치도 무주군 적상면 치마재로 72,35.914865,127.683228
전북특별자치도 부안군,,
전북특별자치도 부안군 계화면 간재로 456,35.763972,126.693521
전북특별자치도 부안군 곰소항길 77-1 제일식당,35.587099,126.608367
전북특별자치도 부안군 곰소항길 85,35.587360,126.609075
전북특별자치도 부안군 궁항영상길 48,35.607045,126.467013
전북특별자치도 부안군 낭주길 7,35.728978,126.737844
전북특별자치도 부안군 내소사로 182 산촌식당,35.611461,126.589075
전북특별자치도 부안군 동진남로 256-1,35.745237,126.763882
전북특별자치도 부안군 동진면 고마제로 143,35.739466,126.763503
전북특별자치도 부안군 동진면 동진남로 294,35.743897,126.766692
전북특별자치도 부안군 백산면 백산로 557,35.716793,126.805570
전북특별자치도 부안군 백산면 시기길 3-1,35.718845,126.808909
전북특별자치도 부안군 백산면 시기길 8-1,35.718483,126.809220
전북특별자치도 부안군 변산로 2104,35.678504,126.530441
전북특별자치도 부안군 변산로 3207-1 상록태양캐슬,35.600684,126.485245
전북특별자치도 부안군 변산면 격포로 138,35.629014,126.474653
전북특별자치도 부안군 변산면 격포로 150,35.628275,126.473812
전북특별자치도 부안군 변산면 격포로 150 1층,35.628275,126.473812
전북특별자치도 부안군 변산면 격포로 183,35.625538,126.472926
전북특별자치도 부안군 변산면 격포로 227,35.621805,126.473600
전북특별자치도 부안군 변산면 격포로 242,35.620751,126.473817
전북특별자치도 부안군 변산면 격포로 244,35.620609,126.473962
전북특별자치도 부안군 변산면 격포로 328,35.615517,126.480683
전북특별자치도 부안군 변산면 격포로 392,35.611317,126.484849
전북특별자치도 부안군 변산면 격포항길 13,35.624104,126.471324
전북특별자치도 부안군 변산면 격포항길 13 1층,35.624104,126.471324
전북특별자치도 부안군 변산면 격포항길 16,35.624252,126.471149
전북특별자치도 부안군 변산면 격포항길 17,35.624056,126.471081
전북특별자치도 부안군 변산면 격포항길 17-1 1층,35.623997,126.470889
전북특별자치도 부안군 변산면 격포항길 18,35.624241,126.471016
전북특별자치도 부안군 변산면 격포항길 24-5,35.623490,126.470295
전북특별자치도 부안군 변산면 격포항길 45,35.622136,126.471698
전북특별자치도 부안군 변산면 격포항길 51,35.621588,126.471744
전북특별자치도 부안군 변산면 격포항길 70-11,35.619284,126.470115
전북특별자치도 부안군 변산면 궁항로 72,35.604690,126.476738
전북특별자치도 부안군 변산면 궁항로 72 1층,35.604690,126.476738
전북특별자치도 부안군 변산면 궁항영상길 34,35.606100,126.468064
전북특별자치도 부안군 변산면 궁항영상길 38,35.606601,126.467616
전북특별자치도 부안군 변산면 마포로 27,35.638420,126.488890
전북특별자치도 부안군 변산면 묵정길 18,35.691661,126.564774
전북특별자치도 부안군 변산면 묵정길 83-6,35.688663,126.558562
전북특별자치도 부안군 변산면 변산로 1743,35.694521,126.552885
전북특별자치도 부안군 변산면 변산로 1788,35.693140,126.548707
전북특별자치도 부안군 변산면 변산로 1802,35.691975,126.547420
전북특별자치도 부안군 변산면 변산로 1938,35.687315,126.535518
전북특별자치도 부안군 변산면 변산로 3291-4 1층,35.594356,126.490462
전북특별자치도 부안군 변산면 변산로 3730-45,35.583266,126.518342
전북특별자치도 부안군 변산면 변산해변로 12,35.628250,126.472209
전북특별자치도 부안군 변산면 변산해변로 13,35.628500,126.471556
전북특별자치도 부안군 변산면 변산해변로 17,35.628835,126.471502
전북특별자치도 부안군 변산면 변산해변로 25,35.629506,126.471435
전북특별자치도 부안군 변산면 변산해변로 25 1층,35.629506,126.471435
전북특별자치도 부안군 변산면 변산해변로 51,,
전북특별자치도 부안군 변산면 변산해변로 794,35.664520,126.513386
전북특별자치도 부안군 변산면 변산해변로 794 2층,35.664520,126.513386
"전북특별자치도 부안군 변산면 소노로 10, 소노벨 변산",35.632120,126.470468
전북특별자치도 부안군 변산면 운산로 1,35.663380,126.525267
전북특별자치도 부안군 변산면 종암길 8 1층,35.635554,126.481544
전북특별자치도 부안군 변산면 지서로 73,35.663933,126.528831
전북특별자치도 부안군 변산면 지서로 76,35.664211,126.528536
전북특별자치도 부안군 변산면 채석강길 11,35.627149,126.471473
전북특별자치도 부안군 변산면 채석강길 27,35.627853,126.470371
전북특별자치도 부안군 보안면 영전길 3-1,35.610797,126.668910
전북특별자치도 부안군 보안면 청자로 1399,35.609748,126.642115
전북특별자치도 부안군 보안면 청자로 1599,35.612484,126.663321
전북특별자치도 부안군 부안로 2524 가든,35.718390,126.719287
전북특별자치도 부안군 부안읍 군청길 12,35.730226,126.734197
전북특별자치도 부안군 부안읍 군청길 14,35.730193,126.734473
전북특별자치도 부안군 부안읍 남문안길 15,35.730602,126.735671
전북특별자치도 부안군 부안읍 낭주길 30-1,35.727246,126.739131
전북특별자치도 부안군 부안읍 당산로 27,35.728232,126.727845
전북특별자치도 부안군 부안읍 당산로 71,35.730698,126.731272
전북특별자치도 부안군 부안읍 동중1길 21-1 1층,35.728250,126.736315
전북특별자치도 부안군 부안읍 동중2길 27-1,,
전북특별자치도 부안군 부안읍 동중3길 17,35.728308,126.735479
전북특별자치도 부안군 부안읍 동중길 22,35.729853,126.735247
전북특별자치도 부안군 부안읍 동중길 24-1,35.729997,126.735559
전북특별자치도 부안군 부안읍 동중길 29,35.730543,126.735884
전북특별자치도 부안군 부안읍 동중길 30-1,35.730121,126.736106
전북특별자치도 부안군 부안읍 매창로 69,35.718565,126.726344
전북특별자치도 부안군 부안읍 번영로 115 2층,35.726569,126.733109
전북특별자치도 부안군 부안읍 번영로 174-3,35.726860,126.739506
전북특별자치도 부안군 부안읍 번영로 62,35.726449,126.727183
전북특별자치도 부안군 부안읍 번영로 70,35.726317,126.727764
전북특별자치도 부안군 부안읍 번영로 85-1 2층,35.726837,126.729649
"전북특별자치도 부안군 부안읍 번영로 85-1, 고창부안축협",35.726776,126.730014
전북특별자치도 부안군 부안읍 봉동길 17,35.721229,126.734727
전북특별자치도 부안군 부안읍 봉서길 2,35.720639,126.734015
전북특별자치도 부안군 부안읍 부령로 103,35.735175,126.752779
전북특별자치도 부안군 부안읍 부령로 99,35.735340,126.752485
전북특별자치도 부안군 부안읍 부풍로 11,35.730126,126.733112
전북특별자치도 부안군 부안읍 부풍로 131,35.719593,126.731322
전북특별자치도 부안군 부안읍 부풍로 47 1층,35.727092,126.732956
전북특별자치도 부안군 부안읍 부풍로 57,35.726019,126.732326
전북특별자치도 부안군 부안읍 부풍로 58-1,35.726029,126.731986
전북특별자치도 부안군 부안읍 부풍로 7,35.730506,126.733170
전북특별자치도 부안군 부안읍 부풍로 8-1,35.730415,126.732916
전북특별자치도 부안군 부안읍 부풍로 8-1 1층,35.730415,126.732916
전북특별자치도 부안군 부안읍 서신1길 22,35.725250,126.729410
전북특별자치도 부안군 부안읍 서외길 37-1 1층,35.727968,126.732150
전북특별자치도 부안군 부안읍 석정로 191,35.728540,126.737408
전북특별자치도 부안군 부안읍 석정로 199-6,35.727917,126.737891
전북특별자치도 부안군 부안읍 석정로 205-17,35.727783,126.737915
"전북특별자치도 부안군 부안읍 석정로 252, 105호호",35.723066,126.736834
전북특별자치도 부안군 부안읍 송정길 13,35.724806,126.736472
전북특별자치도 부안군 부안읍 수정길 17,35.724906,126.735059
전북특별자치도 부안군 부안읍 수정길 28,35.725740,126.735405
전북특별자치도 부안군 부안읍 시장1길 5-1,35.726932,126.734678
전북특별자치도 부안군 부안읍 시장1길 6-9 1층,35.726758,126.733465
전북특별자치도 부안군 부안읍 시장길 7-1,35.727676,126.733349
전북특별자치도 부안군 부안읍 예술회관길 23,35.725266,126.726446
전북특별자치도 부안군 부안읍 오리정로 104,35.723053,126.733572
전북특별자치도 부안군 부안읍 오리정로 109 1층,35.723418,126.734109
전북특별자치도 부안군 부안읍 오리정로 156,35.723140,126.739212
전북특별자치도 부안군 부안읍 오리정로 170,35.723148,126.740635
전북특별자치도 부안군 부안읍 용계길 53,35.729405,126.743396
전북특별자치도 부안군 부안읍 용계길 53 1층,35.729405,126.743396
전북특별자치도 부안군 부안읍 용암로 54,35.723010,126.742704
전북특별자치도 부안군 부안읍 쟁갈송학길 61,35.722969,126.738216
전북특별자치도 부안군 부안읍 진성길 20,35.725105,126.739002
전북특별자치도 부안군 부안읍 진성길 24,35.725549,126.738862
전북특별자치도 부안군 부안읍 학동길 19 1층,35.725134,126.739559
전북특별자치도 부안군 상서면 개암로 207 1층,35.660186,126.654423
전북특별자치도 부안군 상서면 부안로 1567,35.648179,126.669311
전북특별자치도 부안군 상서면 부안로 1986,35.684934,126.677928
전북특별자치도 부안군 선은3길 25-15,35.739462,126.737952
전북특별자치도 부안군 송포길 57,35.674909,126.526687
전북특별자치도 부안군 용암로 32,35.724564,126.741353
전북특별자치도 부안군 위도면 위도로 43-1,35.617013,126.304674
전북특별자치도 부안군 위도면 위도로 656,35.593272,126.270306
전북특별자치도 부안군 위도면 위도로 703,35.589793,126.271278
전북특별자치도 부안군 주산면 선돌로 357,35.673324,126.712213
전북특별자치도 부안군 주산면 선돌로 374,35.672700,126.710619
전북특별자치도 부안군 주산면 종산로 2-1,35.672791,126.710480
전북특별자치도 부안군 줄포면 줄포2길 5-9,35.589352,126.677791
전북특별자치도 부안군 줄포면 줄포중앙로 83,35.593344,126.679397
전북특별자치도 부안군 줄포면 줄포중앙로 83 1층,35.593344,126.679397
전북특별자치도 부안군 진서면 곰소3길 16,35.588874,126.607889
전북특별자치도 부안군 진서면 곰소7길 16,35.587541,126.613113
"전북특별자치도 부안군 진서면 곰소7길 16, 101호",35.587541,126.613113
전북특별자치도 부안군 진서면 곰소7길 8 수산물판매센터 201호,35.587312,126.610893
전북특별자치도 부안군 진서면 곰소8길 23-9 1층,35.589818,126.614340
전북특별자치도 부안군 진서면 곰소8길 34 1층,35.589066,126.615519
전북특별자치도 부안군 진서면 곰소윗길 77-15,35.592475,126.612444
전북특별자치도 부안군 진서면 곰소윗길 77-18,35.592631,126.613006
전북특별자치도 부안군 진서면 곰소윗길 77-22,35.592962,126.613312
전북특별자치도 부안군 진서면 곰소항길 22-13 1층,35.587612,126.602894
전북특별자치도 부안군 진서면 곰소항길 22-15,35.587216,126.602300
전북특별자치도 부안군 진서면 곰소항길 25,35.587361,126.604695
전북특별자치도 부안군 진서면 곰소항길 60,35.586467,126.606663
전북특별자치도 부안군 진서면 곰소항길 82-1(줄포수산),35.587059,126.609011
전북특별자치도 부안군 진서면 곰소항길 98,35.587764,126.610461
전북특별자치도 부안군 진서면 내소사로 181,35.611410,126.588720
전북특별자치도 부안군 진서면 내소사로 182,35.611461,126.589075
전북특별자치도 부안군 진서면 베틀재로 71,35.604847,126.613691
전북특별자치도 부안군 진서면 진서리 1215-70,,
전북특별자치도 부안군 진서면 청자로 1008,35.590355,126.613211
전북특별자치도 부안군 진서면 청자로 1008 1층 식도락게장,35.590355,126.613211
전북특별자치도 부안군 진서면 청자로 1217,35.606025,126.624430
전북특별자치도 부안군 진서면 청자로 622-40,35.592929,126.578023
전북특별자치도 부안군 진서면 청자로 736-29,35.591361,126.590203
전북특별자치도 부안군 진서면 청자로 894,35.589985,126.603969
전북특별자치도 부안군 진서면 청자로 906,35.589269,126.604626
전북특별자치도 부안군 진서면 청자로 912,35.588874,126.605072
전북특별자치도 부안군 진서면 청자로 976,35.588059,126.610915
전북특별자치도 부안군 청자로 1076 슬지제빵소,35.594708,126.618265
전북특별자치도 부안군 하서면 변산로 1274,35.708818,126.593824
전북특별자치도 부안군 하서면 변산로 1449,35.700179,126.580129
전북특별자치도 부안군 하서면 변산로 1453,35.700045,126.579659
전북특별자치도 부안군 하서면 변산로 783-25 1층,35.710879,126.643912
전북특별자치도 부안군 하서면 신지길 30-2,,
전북특별자치도 부안군 행안면 매창로 52,35.718028,126.724539
전북특별자치도 부안군 행안면 변산로 95,35.729069,126.710682
전북특별자치도 부안군 행안면 변산로 95 (신기리),35.729069,126.710682
전북특별자치도 부안군 행안면 부안로 2463,35.714247,126.715249
전북특별자치도 부안군 행안면 부안로 2524,35.718390,126.719287
전북특별자치도 부안군 행안면 안정로 238 1층,35.747094,126.718717
전북특별자치도 순창군,,
전북특별자치도 순창군 강천산길 86,35.408841,127.068932
전북특별자치도 순창군 경천1로 34,35.372833,127.136413
전북특별자치도 순창군 구림로 474,35.452242,127.102324
전북특별자치도 순창군 구림면 안심길 105,35.490161,127.125414
전북특별자치도 순창군 금산로 8-15,35.377829,127.136560
전북특별자치도 순창군 남계로 52 순창시장,35.371576,127.146159
전북특별자치도 순창군 동계면 동계로 48,35.439747,127.242491
전북특별자치도 순창군 복흥면 상송길 18,35.444313,126.971649
전북특별자치도 순창군 복흥면 정산로 19,35.431447,126.933018
전북특별자치도 순창군 복흥면 추령로 1160,35.432399,126.930322
전북특별자치도 순창군 복흥면 추령로 1467,35.454698,126.922186
전북특별자치도 순창군 복흥면 추령로 1747-14,35.475565,126.925942
전북특별자치도 순창군 순창6길 5-1,35.373227,127.142916
전북특별자치도 순창군 순창읍 경천1로 78,35.370994,127.140044
전북특별자치도 순창군 순창읍 광주대구고속도로 27,35.365819,127.105888
전북특별자치도 순창군 순창읍 광주대구고속도로 28,35.364319,127.103719
